"composition","vec","deltachi","delta","deltahmix","deltasmix","ref","phase","density","hv","testtype","ys","ysmax","elongation","ym","group"
"CoFeNi",9,0.0329983164553721,0.327647103101002,-1.33333333333333,9.13437080597477,"4","FCC","8.5",125,"C",204,NA,NA,207,"Al-Co-Cr-Fe-Mn-Ni"
"CoFeNi",9,0.0329983164553721,0.327647103101002,-1.33333333333333,9.13437080597477,"4","FCC","8.5",125,"C",209,NA,NA,207,"Al-Co-Cr-Fe-Mn-Ni"
"CoFeNi",9,0.0329983164553721,0.327647103101002,-1.33333333333333,9.13437080597477,"5","FCC","8.5",NA,"T",211,513,"31",207,"Al-Co-Cr-Fe-Mn-Ni"
"CoFeNiSi0.25",8.61538461538462,0.0324903262799121,2.0252824210317,-11.8343195266272,10.6865208024197,"4","FCC","7.7",149,"C",196,NA,NA,194,"Al-Co-Cr-Fe-Mn-Ni"
"CoFeNiSi0.5",8.28571428571428,0.0319438282499969,2.65771025413079,-19.4285714285714,11.2393574883391,"4","FCC+Im","7.1",287,"C",476,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoFeNiSi0.75",8,0.0313829394558395,3.04536270652963,-24.96,11.4680738893214,"4","FCC+Im","6.6",570,"C",1301,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.25CoFeNi",8.53846153846154,0.076999961576875,3.94493025637091,-6.05917159763314,10.6865208024197,"4","FCC","7.9",138,"C",158,NA,NA,196,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.5CoFeNi",8.14285714285714,0.0970798114744685,5.12317753419507,-9.46938775510204,11.2393574883391,"4","FCC+BCC","7.4",212,"C",346,NA,NA,187,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.75CoFeNi",7.8,0.1093902290985,5.80498377805972,-11.9466666666667,11.4680738893214,"4","FCC+BCC","7.0",385,"C",794,NA,NA,179,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNi",8.25,0.0966953980290686,0.302115884766774,-3.75,11.526292643288,"6","FCC","8.2",NA,"T",148,413,"48",225,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNi",8.25,0.0966953980290686,0.302115884766774,-3.75,11.526292643288,"7","FCC","8.2",116,NA,NA,NA,NA,225,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNi",8.25,0.0966953980290686,0.302115884766774,-3.75,11.526292643288,"7","FCC","8.2",113,NA,NA,NA,NA,225,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeMo0.5Ni",8,0.140457805271649,2.91394862133363,-4.34567901234568,13.1459448815993,"8","FCC+Im","8.5",210,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNb0.103Ni",8.16841335608092,0.101487899360577,2.29777853312035,-5.47301098588034,12.2121123886551,"6","FCC+Im","8.2",NA,"T",318,622,"19",NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNb0.155Ni",8.12876052948255,0.103631000938996,2.77091603450426,-6.27663595250818,12.4206451573183,"6","FCC+Im","8.2",NA,"T",322,744,"23",NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNb0.206Ni",8.09082263433191,0.105576867031975,3.14608012577113,-7.02481272931882,12.5871888380675,"6","FCC+Im","8.2",NA,"T",403,807,"9",NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNb0.309Ni",8.01694128568113,0.1090935333118,3.7435328093398,-8.42375979811155,12.8452089009014,"6","FCC+Im","8.2",NA,"T",479,879,"4",NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNb0.412Ni",7.94650951949229,0.112136078522674,4.20565844841053,-9.68593853900473,13.0298656223087,"6","FCC+Im","8.2",NA,"T",638,1004,"1",NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNiTi",7.4,0.14150618361047,6.6805618329424,-16.32,13.3816113591719,"9","FCC","7.2",NA,"C",NA,2020,"9",135,"Al-Co-Cr-Fe-Mn-Ni"
"Co1.5CrFeNi1.5Ti0.5",8.09090909090909,0.121865662388638,4.88503595199915,-10.7438016528926,12.8591369604353,"10","FCC","7.8",509,NA,NA,NA,NA,211,"Al-Co-Cr-Fe-Mn-Ni"
"Co1.5CrFeNi1.5Ti",7.75,0.138230383378217,6.24799539139624,-15.6111111111111,13.2119048854534,"10","FCC+Im","7.4",654,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.25CoCrFeNi",7.94117647058824,0.106026046287455,3.4780138189494,-6.75432525951557,12.7083710094314,"7","FCC","7.7",110,NA,NA,NA,NA,216,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.25CoCrFeNi",7.94117647058824,0.106026046287455,3.4780138189494,-6.75432525951557,12.7083710094314,"7","FCC","7.7",113,NA,NA,NA,NA,216,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.375CoCrFeNi",7.8,0.109565375135448,4.11713403122079,-7.9934693877551,12.9703754290417,"7","FCC","7.5",131,NA,NA,NA,NA,211,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.375CoCrFeNi",7.8,0.109565375135448,4.11713403122079,-7.9934693877551,12.9703754290417,"7","FCC","7.5",196,NA,NA,NA,NA,211,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.5CoCrFeNi",7.66666666666667,0.112546286774228,4.60231454121547,-9.08641975308642,13.1459448815993,"7","FCC+BCC","7.3",159,NA,NA,NA,NA,208,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.5CoCrFeNi",7.66666666666667,0.112546286774228,4.60231454121547,-9.08641975308642,13.1459448815993,"7","FCC+BCC","7.3",209,NA,NA,NA,NA,208,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.7Co0.3CrFeNi",7.2,0.119184468367317,5.53842588666219,-11.3975,12.7960447443379,"11","FCC+BCC+B2","6.8",624,"C",2033,2635,"8",NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.75CoCrFeNi",7.42105263157895,0.117206638557224,5.30081169493711,-10.9030470914127,13.3328070494741,"7","FCC+BCC","7.0",388,NA,NA,NA,NA,200,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.75CoCrFeNi",7.42105263157895,0.117206638557224,5.30081169493711,-10.9030470914127,13.3328070494741,"7","FCC+BCC","7.0",280,NA,NA,NA,NA,200,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.875CoCrFeNi",7.30769230769231,0.1190229785714,5.56041537572878,-11.655489809336,13.3703815553767,"12","FCC+BCC","6.9",NA,NA,NA,NA,NA,197,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.875CoCrFeNi",7.30769230769231,0.1190229785714,5.56041537572878,-11.655489809336,13.3703815553767,"7","BCC","6.9",538,NA,NA,NA,NA,197,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.875CoCrFeNi",7.30769230769231,0.1190229785714,5.56041537572878,-11.655489809336,13.3703815553767,"7","FCC+BCC","6.9",361,NA,NA,NA,NA,197,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"7","BCC","6.7",484,NA,NA,NA,NA,194,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"7","FCC+BCC","6.7",433,NA,NA,NA,NA,194,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"13","BCC","6.7",395,NA,NA,NA,NA,194,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"14","BCC","6.7",NA,"C",1251,2004,"33",194,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"15","BCC","6.7",NA,"C",1051,NA,NA,194,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"16","BCC","6.7",NA,"C",1110,NA,NA,194,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"17","BCC","6.7",NA,"C",1138,NA,NA,125,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"18","BCC","6.7",NA,"C",1138,NA,"11",125,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"19","BCC","6.7",NA,"C",1051,NA,NA,194,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"20","BCC","6.7",520,"C",1373,3531,"25",194,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.25CoCrFeNi",7,0.12297889869327,6.11761935339417,-13.4240362811791,13.3455328038913,"7","BCC","6.5",487,NA,NA,NA,NA,188,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.25CoCrFeNi",7,0.12297889869327,6.11761935339417,-13.4240362811791,13.3455328038913,"7","BCC","6.5",499,NA,NA,NA,NA,188,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.5CoCrFeNi",6.81818181818182,0.12468804047709,6.36456580774462,-14.2809917355372,13.2546394269215,"7","BCC","6.2",484,NA,NA,NA,NA,183,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.5CoCrFeNi",6.81818181818182,0.12468804047709,6.36456580774462,-14.2809917355372,13.2546394269215,"7","BCC","6.2",517,NA,NA,NA,NA,183,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.5CoCrFeNi",6.81818181818182,0.12468804047709,6.36456580774462,-14.2809917355372,13.2546394269215,"13","BCC","6.2",402,NA,NA,NA,NA,183,"Al-Co-Cr-Fe-Mn-Ni"
"Al2CoCrFeNi",6.5,0.126622799421484,6.67801489950029,-15.4444444444444,12.9764683537374,"7","BCC","5.9",509,NA,NA,NA,NA,173,"Al-Co-Cr-Fe-Mn-Ni"
"Al2CoCrFeNi",6.5,0.126622799421484,6.67801489950029,-15.4444444444444,12.9764683537374,"7","BCC","5.9",512,NA,NA,NA,NA,173,"Al-Co-Cr-Fe-Mn-Ni"
"Al2CoCrFeNi",6.5,0.126622799421484,6.67801489950029,-15.4444444444444,12.9764683537374,"13","BCC","5.9",432,NA,NA,NA,NA,173,"Al-Co-Cr-Fe-Mn-Ni"
"Al2.5CoCrFeNi",6.23076923076923,0.12724667373386,6.8416796170094,-16.094674556213,12.6328503678385,"13","BCC","5.6",487,NA,NA,NA,NA,165,"Al-Co-Cr-Fe-Mn-Ni"
"Al3CoCrFeNi",6,0.127054543967767,6.91623685229198,-16.4081632653061,12.2644668471876,"13","BCC","5.3",506,NA,NA,NA,NA,158,"Al-Co-Cr-Fe-Mn-Ni"
"AlC0.1CoCrFeNi",7.13725490196078,0.16033653573189,8.00993343526743,-15.3479430988082,13.9216469690734,"18","BCC+Im","6.7",NA,"C",957,2550,"11",213,"Al-Co-Cr-Fe-Mn-Ni"
"AlC0.2CoCrFeNi",7.07692307692308,0.189783433100178,9.66880470598004,-18.1360946745562,14.2223878725103,"18","BCC+Im","6.8",NA,"C",906,2386,"9",151,"Al-Co-Cr-Fe-Mn-Ni"
"AlC0.3CoCrFeNi",7.0188679245283,0.21339781124814,11.0199694038901,-20.7048771804913,14.4327116897301,"18","BCC+Im","6.8",NA,"C",867,2178,"8",137,"Al-Co-Cr-Fe-Mn-Ni"
"AlC0.4CoCrFeNi",6.96296296296296,0.233101001322513,12.1692941651052,-23.0727023319616,14.585831802273,"18","BCC+Im","6.8",NA,"C",1056,2375,"7",156,"Al-Co-Cr-Fe-Mn-Ni"
"AlC0.5CoCrFeNi",6.90909090909091,0.249938835493013,13.172257012767,-25.2561983471074,14.6979866791612,"18","BCC+Im","6.8",NA,"C",1060,2250,"6",181,"Al-Co-Cr-Fe-Mn-Ni"
"AlCCoCrFeNi",6.66666666666667,0.308040401390611,16.8560955819492,-33.8888888888889,14.8975171276187,"18","BCC+Im","6.9",NA,"C",1251,2166,"7",75,"Al-Co-Cr-Fe-Mn-Ni"
"AlC1.5CoCrFeNi",6.46153846153846,0.342019757898428,19.283522126712,-39.6686390532544,14.7850543474267,"18","BCC+Im","7.0",NA,"C",1255,2083,"6",73,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.5CoCrFeMo0.5Ni",7.5,0.152581125962551,4.88164294393899,-8.68,14.5342406235007,"8","FCC+Im","7.7",425,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCo0.5CrFeMo0.5Ni",6.9,0.165239220525879,5.92957682617296,-11.72,14.5342406235007,"21","BCC+Im","7.0",801,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFe0.5Mo0.5Ni",7,0.166640331252671,5.87505087260336,-12.56,14.5342406235007,"22","BCC+Im","7.0",755,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFe0.6Mo0.5Ni",7.01960784313726,0.165019542607905,5.85171879142889,-12.318339100346,14.6109492680261,"22","BCC+Im","7.1",754,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.1Ni",7.17647058823529,0.130599128086003,5.77756294785598,-12.1337946943483,13.9216469690734,"19","BCC","6.8",NA,"C",1804,2280,"9",196,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.2Ni",7.15384615384615,0.139188795202987,5.77486472039494,-11.9526627218935,14.2223878725103,"19","BCC+Im","6.9",NA,"C",2456,2953,"3",NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.3Ni",7.13207547169811,0.146647597927576,5.77007384840398,-11.7764328942684,14.4327116897301,"19","BCC+Im","7.0",NA,"C",2649,3208,"3",NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.4Ni",7.11111111111111,0.153191919043913,5.76343484381971,-11.6049382716049,14.585831802273,"19","BCC+Im","7.0",NA,"C",2670,3161,"3",NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5Ni0.5",6.8,0.163587896862818,5.90374408707769,-11.08,14.5342406235007,"23","B2+Im","7.0",708,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5Ni",7.09090909090909,0.158979181546796,5.75516263626562,-11.4380165289256,14.6979866791612,"19","BCC+Im","7.1",NA,"C",2757,3036,"3",NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5Ni",7.09090909090909,0.158979181546796,5.75516263626562,-11.4380165289256,14.6979866791612,"21","BCC+Im","7.1",796,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5Ni",7.09090909090909,0.158979181546796,5.75516263626562,-11.4380165289256,14.6979866791612,"8","BCC+Im","7.1",715,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5Ni",7.09090909090909,0.158979181546796,5.75516263626562,-11.4380165289256,14.6979866791612,"23","B2+Im","7.1",730,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5Ni1.5",7.33333333333333,0.154567047659656,5.61002922079309,-11.5277777777778,14.5349732000064,"23","FCC+B2+Im","7.2",586,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5Ni2",7.53846153846154,0.150391992736615,5.47064757187253,-11.4556213017751,14.2330723849698,"23","FCC+B2+Im","7.4",395,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCo1.5CrFeMo0.5Ni",7.25,0.15334239103682,5.59073014006995,-11.0833333333333,14.5349732000064,"21","BCC+Im","7.2",741,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCo2CrFeMo0.5Ni",7.38461538461539,0.14824016975501,5.43663709597231,-10.698224852071,14.2330723849698,"21","FCC+BCC+Im","7.3",586,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFe1.5Mo0.5Ni",7.16666666666667,0.152285824101333,5.63133472556679,-10.5,14.5349732000064,"22","BCC+Im","7.2",635,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFe2Mo0.5Ni",7.23076923076923,0.146372306366354,5.50811562697174,-9.70414201183432,14.2330723849698,"22","BCC+Im","7.2",639,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.5CoCrFeMo0.5Ni",6.75,0.162196297395745,6.22614956302061,-13.1944444444444,14.5349732000064,"8","BCC+Im","6.6",655,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al2CoCrFeMo0.5Ni",6.46153846153846,0.163511756991833,6.49052054580851,-14.2958579881657,14.2330723849698,"8","BCC","6.3",605,NA,NA,NA,NA,185,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNb0.1Ni",7.15686274509804,0.121901820435348,5.91886119411988,-13.3179546328335,13.9216469690734,"20","BCC","6.8",569,"C",1641,3285,"17",192,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNb0.25Ni",7.09523809523809,0.12361523216652,6.09868324543157,-14.6575963718821,14.336146433544,"20","BCC+Im","6.8",668,"C",1959,3008,"11",NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNb0.5Ni",7,0.125829479261577,6.33184846919063,-16.5289256198347,14.6979866791612,"20","BCC+Im","7.0",747,"C",2473,3170,"4",NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNb0.75Ni",6.91304347826087,0.127411335418771,6.50244121533514,-18.0264650283554,14.8556466093576,"20","BCC+Im","7.0",NA,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiSi0.2",7.07692307692308,0.12052952693803,6.01849655591765,-16.3905325443787,14.2223878725103,"24","BCC","6.5",NA,"C",1265,2173,"14",188,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiSi0.4",6.96296296296296,0.120333327633574,6.21381109531596,-19.8353909465021,14.585831802273,"24","BCC","6.2",NA,"C",1481,2444,"13",183,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiSi0.6",6.85714285714286,0.120010097364296,6.3733442571868,-22.7551020408163,14.778939964564,"24","BCC","6.0",NA,"C",1834,2195,"3",178,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiSi0.8",6.75862068965517,0.119586087578988,6.50407992298707,-25.2318668252081,14.871549973291,"24","BCC+Im","5.8",NA,"C",2179,2664,"2",NA,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNi",7.2,0.120565334984812,5.77788955900237,-12.32,13.3816113591719,"24","BCC","5.7",NA,"C",1110,NA,NA,169,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiSi",6.66666666666667,0.119082137852642,6.61129993112558,-27.3333333333333,14.8975171276187,"24","BCC+Im","5.7",NA,"C",2411,2950,"1",NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.2Co1.5CrFeNi1.5Ti0.5",7.91228070175439,0.125139503564686,5.34179824509721,-12.4038165589412,13.6717816470582,"10","FCC","7.6",487,NA,NA,NA,NA,206,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.2Co1.5CrFeNi1.5Ti",7.59677419354839,0.139486291793621,6.45605898027802,-16.9614984391259,13.9705741125819,"10","FCC+Im","7.2",717,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.5CoCrFeNiTi",7,0.141998719584496,7.04403851487952,-19.5702479338843,14.6979866791612,"9","BCC+Im","6.6",NA,"C",NA,1600,"10",107,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiTi0.5",6.90909090909091,0.133775437837426,6.71761952253095,-17.9173553719008,14.6979866791612,"25","FCC","6.4",178,"C",2040,3135,"24",72,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiTi0.5",6.90909090909091,0.133775437837426,6.71761952253095,-17.9173553719008,14.6979866791612,"26","BCC","6.4",178,"C",2260,3140,"23",178,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiTi",6.66666666666667,0.14135259302735,7.22078790036384,-21.5555555555556,14.8975171276187,"26","BCC","6.2",NA,"C",1860,2580,"9",90,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiTi",6.66666666666667,0.14135259302735,7.22078790036384,-21.5555555555556,14.8975171276187,"9","BCC+Im","6.2",NA,"C",NA,2280,"6",148,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiTi1.5",6.46153846153846,0.145728124912566,7.49818125961725,-23.905325443787,14.7850543474267,"26","BCC+Im","6.1",NA,"C",2220,2720,"5",160,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.5CoCrFeNiTi",6.38461538461539,0.140046484252477,7.29162300627912,-22.7218934911243,14.7850543474267,"9","BCC","5.9",NA,"C",NA,2110,"10",133,"Al-Co-Cr-Fe-Mn-Ni"
"Al2CoCrFeNiTi",6.14285714285714,0.138357714432037,7.29899966196186,-23.3469387755102,14.53258395785,"9","BCC","5.6",643,"C",NA,1030,"5",94,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeNiTiVZr",6.125,0.181998454663769,9.33788836526144,-26.75,17.2894389649319,"27",NA,"6.3",780,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeMnNi",8,0.138361844451424,3.269463576718,-4.16,13.3816113591719,"28","FCC","8.0",176,"T",208,NA,"62",219,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeMnNi",8,0.138361844451424,3.269463576718,-4.16,13.3816113591719,"29","FCC","8.0",144,"C",230,NA,"75",219,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeMnNiV0.25",7.85714285714286,0.138098522128439,3.28751124529792,-5.29705215419501,14.336146433544,"29","FCC","7.9",151,"C",200,NA,"75",215,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeMnNiV0.5",7.72727272727273,0.137594445400091,3.29500153613274,-6.21487603305785,14.6979866791612,"29","FCC","7.8",186,"C",620,NA,"75",211,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeMnNiV0.75",7.60869565217391,0.136911655867159,3.29455040740515,-6.95652173913043,14.8556466093576,"29","FCC+Im","7.7",342,"C",740,1325,"8",NA,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeMnNiV1.0",7.5,0.136096371083957,3.28807843722313,-7.55555555555556,14.8975171276187,"29","FCC+Im","7.7",650,"C",1660,1845,"< 1",NA,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.10CoCrFeMnNi",7.90196078431372,0.138695520908876,3.69493435876235,-5.24413687043445,13.9216469690734,"28","FCC","7.9",180,NA,NA,NA,NA,216,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.20CoCrFeMnNi",7.80769230769231,0.138952122357639,4.04378633237898,-6.24260355029586,14.2223878725103,"28","FCC","7.7",171,"T",220,NA,"56",214,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.38CoCrFeMnNi",7.64684014869889,0.139245509522455,4.54159774890551,-7.84676828678432,14.5588796338014,"28","FCC","7.5",182,"T",244,NA,"45",209,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.43CoCrFeMnNi",7.60405156537753,0.139293006428744,4.65762060482465,-8.25235968241371,14.6232511948512,"28","FCC+BCC","7.4",183,"T",285,NA,"35",208,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.49CoCrFeMnNi",7.55373406193078,0.139332475661368,4.78660659040071,-8.71795382231645,14.6883047751988,"28","FCC+BCC","7.4",220,"T",331,NA,"29",206,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.56CoCrFeMnNi",7.49640287769784,0.139355879220948,4.92455693256293,-9.23347652813001,14.7498325177526,"28","FCC+BCC","7.3",278,"T",526,NA,"16",204,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.62CoCrFeMnNi",7.44839857651246,0.139357812996112,5.03325899560086,-9.65286660503287,14.792000280773,"28","FCC+BCC","7.2",405,"T",833,NA,"5",203,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.68CoCrFeMnNi",7.40140845070423,0.13934411499754,5.13408663190833,-10.0525689347352,14.8257019867825,"28","FCC+BCC","7.2",486,NA,NA,NA,NA,202,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.75CoCrFeMnNi",7.34782608695652,0.139309667162187,5.24276321493051,-10.4952741020794,14.8556466093576,"28","FCC+BCC","7.1",530,NA,NA,NA,NA,200,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.81CoCrFeMnNi",7.30292598967298,0.139265341359009,5.32897291083994,-10.8555194468555,14.8742260937702,"28","FCC+BCC","7.0",539,NA,NA,NA,NA,199,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.88CoCrFeMnNi",7.25170068027211,0.139197537562336,5.42223053004365,-11.2545698551529,14.8886108221817,"28","FCC+BCC","7.0",533,NA,NA,NA,NA,197,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.95CoCrFeMnNi",7.20168067226891,0.139113579833391,5.50832972387912,-11.6319468964056,14.896032463816,"28","FCC+BCC","6.9",535,NA,NA,NA,NA,196,"Al-Co-Cr-Fe-Mn-Ni"
"Al1.25CoCrFeMnNi",7,0.138596392449443,5.81048240690323,-13.0304,14.8658663318791,"28","BCC","6.6",539,NA,NA,NA,NA,190,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrNi",8.33333333333333,0.111455023315337,0.164559903976748,-4.88888888888889,9.13437080597477,"5","FCC","8.3",NA,"T",300,860,"60",229,"Al-Co-Cr-Fe-Mn-Ni"
"CoMnNi",8.66666666666667,0.163095064303001,3.73468261958704,-5.77777777777778,9.13437080597477,"5","FCC","8.4",NA,"T",231,653,"38",202,"Al-Co-Cr-Fe-Mn-Ni"
"FeMnNi",8.33333333333333,0.154344492037203,3.92854270566834,-4.44444444444444,9.13437080597477,"5","FCC","8.1",NA,"T",221,602,"36",203,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrFeNi",8.25,0.0966953980290686,0.302115884766774,-3.75,11.526292643288,"5","FCC","8.2",NA,"T",274,708,"39",225,"Al-Co-Cr-Fe-Mn-Ni"
"CoCrMnNi",8,0.150499169432924,3.44699293760541,-5.5,11.526292643288,"5","FCC","8.1",NA,"T",282,694,"44",222,"Al-Co-Cr-Fe-Mn-Ni"
"CoFeMnNi",8.5,0.142894191624432,3.55124952173435,-4,11.526292643288,"5","FCC","8.2",NA,"T",170,550,"41",205,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.5CrFe1.5MnNi0.5",7,0.128764307607272,5.16325227881397,-7.25925925925926,12.6625529781162,"30","BCC","7.0",396,NA,NA,NA,NA,206,"Al-Co-Cr-Fe-Mn-Ni"
"Al0.3CrFe1.5MnNi0.5",7.18604651162791,0.129693652438983,4.70274866499347,-5.50567874526771,12.3201239169719,"30","FCC+BCC","7.2",297,NA,NA,NA,NA,213,"Al-Co-Cr-Fe-Mn-Ni"
"AlCoCrFeMo0.5",6.44444444444444,0.168288406179157,6.05086334665114,-10.2716049382716,13.1459448815993,"23","B2+Im","6.8",857,NA,NA,NA,NA,NA,"Al-Co-Cr-Fe-Mn-Ni"
